boro,sex,race,agegrp,disease,yr,count,rate
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2000,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2001,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2002,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2003,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2004,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2005,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2006,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2007,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2008,0,0
Bronx,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2009,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2000,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2001,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2002,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2003,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2004,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2005,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2006,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2007,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2008,0,0
Brooklyn,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2009,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2000,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2001,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2002,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2003,1,3.6
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2004,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2005,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2006,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2007,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2008,0,0
Manhattan,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2009,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2000,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2001,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2002,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2003,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2004,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2005,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2006,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2007,0,0
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2008,1,3
Queens,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2009,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2000,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2001,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2002,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2003,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2004,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2005,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2006,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2007,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2008,0,0
Staten Island,Male,White non-Hispanic,0 - 9  yrs,Chlamydia,2009,0,0
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2000,0,0
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2001,0,0
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2002,0,0
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2003,0,0
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2004,0,0
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2005,1,24.1
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2006,0,0
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2007,0,0
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2008,1,24.8
Bronx,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2009,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2000,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2001,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2002,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2003,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2004,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2005,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2006,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2007,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2008,0,0
Brooklyn,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2009,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2000,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2001,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2002,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2003,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2004,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2005,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2006,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2007,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2008,0,0
Manhattan,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2009,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2000,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2001,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2002,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2003,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2004,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2005,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2006,1,6
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2007,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2008,0,0
Queens,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2009,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2000,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2001,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2002,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2003,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2004,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2005,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2006,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2007,1,9.5
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2008,0,0
Staten Island,Male,White non-Hispanic,10 - 14 yrs,Chlamydia,2009,0,0
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2000,0,0
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2001,1,20.1
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2002,1,20.6
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2003,2,42.8
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2004,0,0
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2005,2,40.1
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2006,7,131.1
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2007,9,164.6
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2008,7,126
Bronx,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2009,1,18
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2000,1,3.8
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2001,4,15.8
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2002,2,8.1
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2003,2,8.2
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2004,1,3.9
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2005,4,14.4
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2006,5,16.8
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2007,5,16.6
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2008,4,13.3
Brooklyn,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2009,7,23.2
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2000,0,0
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2001,2,21.8
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2002,2,20.9
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2003,3,29.7
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2004,1,10.6
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2005,2,20.5
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2006,2,19.8
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2007,7,64.6
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2008,6,54
Manhattan,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2009,10,90
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2000,0,0
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2001,2,12.3
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2002,1,6.4
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2003,4,26.7
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2004,3,19.2
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2005,2,11.8
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2006,2,11.1
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2007,9,48.4
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2008,8,43
Queens,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2009,7,37.6
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2000,0,0
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2001,1,10.5
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2002,1,10.6
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2003,2,21.4
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2004,0,0
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2005,1,9.6
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2006,3,26.3
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2007,3,25.8
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2008,1,8.5
Staten Island,Male,White non-Hispanic,15 - 19 yrs,Chlamydia,2009,3,25.6
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2000,1,16.5
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2001,4,69.8
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2002,4,72.6
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2003,6,117
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2004,4,76.2
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2005,3,57.4
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2006,9,167.9
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2007,7,124.7
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2008,13,227.1
Bronx,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2009,17,297
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2000,1,3.4
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2001,4,14.1
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2002,12,44
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2003,9,34.5
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2004,10,37.7
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2005,14,56.8
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2006,22,76.7
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2007,49,155.9
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2008,57,177.8
Brooklyn,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2009,54,168.4
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2000,2,8.9
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2001,3,16.2
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2002,5,34.2
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2003,22,169.7
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2004,23,193.5
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2005,23,135.3
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2006,48,296.4
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2007,50,280
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2008,63,345.8
Manhattan,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2009,71,389.7
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2000,0,0
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2001,2,9.7
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2002,3,16
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2003,15,88
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2004,6,36
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2005,5,30.9
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2006,19,104.4
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2007,21,105
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2008,30,148.5
Queens,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2009,42,208
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2000,0,0
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2001,0,0
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2002,1,10.5
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2003,1,10.5
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2004,3,31
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2005,4,46.3
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2006,5,52.3
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2007,6,57
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2008,5,47.2
Staten Island,Male,White non-Hispanic,20 - 24 yrs,Chlamydia,2009,9,85
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2000,0,0
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2001,1,17.7
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2002,1,19.1
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2003,6,124.7
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2004,6,120.2
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2005,2,42
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2006,8,183.2
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2007,4,87.5
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2008,7,155.9
Bronx,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2009,14,311.8
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2000,1,2.9
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2001,2,6
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2002,10,31.3
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2003,12,39.4
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2004,14,46
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2005,20,67.3
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2006,37,140.6
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2007,51,180.6
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2008,56,193.4
Brooklyn,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2009,64,221.1
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2000,2,4.6
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2001,9,22.2
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2002,7,18.8
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2003,34,101.7
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2004,29,93.2
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2005,29,90.1
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2006,57,195.3
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2007,89,317.5
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2008,103,383.3
Manhattan,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2009,100,372.2
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2000,1,3.5
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2001,2,7.5
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2002,0,0
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2003,12,51.7
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2004,3,13.2
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2005,11,52.7
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2006,15,88.6
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2007,27,156
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2008,30,177.2
Queens,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2009,21,124.1
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2000,1,10.2
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2001,0,0
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2002,0,0
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2003,0,0
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2004,0,0
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2005,3,33.2
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2006,3,36.9
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2007,2,26.7
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2008,6,76.6
Staten Island,Male,White non-Hispanic,25 - 29 yrs,Chlamydia,2009,3,38.3
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2000,0,0
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2001,1,15.4
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2002,0,0
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2003,3,53.6
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2004,2,34.4
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2005,1,18.2
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2006,2,37.2
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2007,2,38.4
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2008,6,116.5
Bronx,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2009,5,97.1
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2000,2,6.1
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2001,4,12
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2002,6,18
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2003,9,27.6
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2004,10,29.4
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2005,11,33.9
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2006,20,62.8
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2007,26,78.8
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2008,29,88
Brooklyn,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2009,32,97.1
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2000,3,6.6
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2001,5,10.4
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2002,8,16.5
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2003,20,41.6
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2004,18,35.7
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2005,19,39.8
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2006,44,94.3
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2007,45,96.2
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2008,69,154.6
Manhattan,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2009,41,91.9
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2000,0,0
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2001,0,0
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2002,0,0
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2003,9,33.3
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2004,2,7.2
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2005,2,7.7
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2006,10,40.3
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2007,14,56.4
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2008,17,71.6
Queens,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2009,20,84.2
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2000,1,8.4
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2001,0,0
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2002,0,0
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2003,0,0
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2004,2,19.3
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2005,0,0
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2006,0,0
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2007,1,10.1
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2008,2,21
Staten Island,Male,White non-Hispanic,30 - 34 yrs,Chlamydia,2009,3,31.5
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2000,0,0
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2001,0,0
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2002,1,15.9
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2003,2,33.3
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2004,1,16
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2005,2,34.7
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2006,1,17.7
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2007,2,35.2
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2008,6,109.8
Bronx,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2009,2,36.6
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2000,0,0
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2001,2,6.6
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2002,5,16.7
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2003,1,3.4
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2004,3,9.7
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2005,4,12.5
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2006,14,42.6
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2007,12,34.8
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2008,11,31.5
Brooklyn,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2009,22,63.1
Manhattan,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2000,2,5.4
Manhattan,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2001,4,10.3
Manhattan,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2002,3,7.5
Manhattan,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2003,23,55.7
Manhattan,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2004,19,42.2
Manhattan,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2005,13,27.8
Manhattan,Male,White non-Hispanic,35 - 39 yrs,Chlamydia,2006,21,42.3
