boro,sex,race,agegrp,disease,yr,count,rate
Brooklyn,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2006,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2007,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2008,2,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2009,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2000,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2001,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2002,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2003,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2004,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2005,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2006,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2007,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2008,3,.
Manhattan,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2009,1,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2000,0,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2001,0,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2002,1,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2003,0,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2004,0,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2005,0,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2006,2,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2007,3,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2008,3,.
Queens,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2009,5,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2000,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2001,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2002,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2003,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2004,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2005,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2006,1,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2007,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2008,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",45 - 49 yrs,Chlamydia,2009,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2000,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2001,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2002,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2003,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2004,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2005,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2006,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2007,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2008,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2009,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2000,2,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2001,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2002,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2003,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2004,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2005,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2006,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2007,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2008,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2009,2,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2000,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2001,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2002,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2003,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2004,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2005,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2006,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2007,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2008,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2009,0,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2000,0,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2001,0,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2002,0,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2003,0,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2004,0,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2005,0,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2006,2,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2007,0,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2008,2,.
Queens,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2009,1,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2000,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2001,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2002,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2003,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2004,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2005,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2006,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2007,1,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2008,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",50 - 54 yrs,Chlamydia,2009,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2000,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2001,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2002,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2003,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2004,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2005,1,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2006,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2007,1,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2008,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2009,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2000,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2001,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2002,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2003,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2004,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2005,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2006,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2007,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2008,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2009,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2000,1,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2001,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2002,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2003,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2004,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2005,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2006,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2007,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2008,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2009,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2000,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2001,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2002,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2003,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2004,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2005,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2006,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2007,0,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2008,1,.
Queens,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2009,1,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2000,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2001,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2002,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2003,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2004,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2005,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2006,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2007,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2008,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",55 - 59 yrs,Chlamydia,2009,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2000,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2001,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2002,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2003,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2004,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2005,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2006,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2007,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2008,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2009,3,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2000,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2001,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2002,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2003,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2004,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2005,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2006,2,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2007,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2008,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2009,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2000,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2001,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2002,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2003,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2004,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2005,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2006,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2007,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2008,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2009,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2000,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2001,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2002,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2003,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2004,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2005,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2006,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2007,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2008,0,.
Queens,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2009,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2000,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2001,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2002,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2003,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2004,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2005,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2006,1,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2007,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2008,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",60 - 64 yrs,Chlamydia,2009,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2000,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2001,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2002,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2003,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2004,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2005,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2006,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2007,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2008,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2009,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2000,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2001,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2002,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2003,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2004,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2005,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2006,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2007,1,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2008,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2009,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2000,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2001,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2002,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2003,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2004,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2005,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2006,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2007,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2008,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2009,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2000,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2001,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2002,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2003,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2004,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2005,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2006,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2007,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2008,0,.
Queens,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2009,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2000,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2001,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2002,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2003,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2004,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2005,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2006,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2007,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2008,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",65 - 69 yrs,Chlamydia,2009,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2000,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2001,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2002,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2003,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2004,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2005,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2006,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2007,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2008,0,.
Bronx,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2009,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2000,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2001,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2002,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2003,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2004,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2005,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2006,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2007,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2008,0,.
Brooklyn,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2009,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2000,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2001,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2002,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2003,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2004,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2005,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2006,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2007,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2008,0,.
Manhattan,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2009,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2000,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2001,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2002,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2003,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2004,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2005,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2006,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2007,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2008,0,.
Queens,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2009,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2000,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2001,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2002,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2003,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2004,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2005,0,.
Staten Island,Female,"Other, Including Native American/Alaska Native",70 - 74 yrs,Chlamydia,2006,0,.
