Date,Borough,AllAgeTotalCOunt,AllAgeTotalRatio,Age0to4Count,Age0to4Ratio,Age5to17Count,Age5to17Ratio,Age18to64Count,Age18to64Ratio,Age65plusCount,Age65plusRatio
9/11/06,Bronx,22,0.009490941,10,0.086206897,2,0.007843137,10,0.00630517,0,0
9/11/06,Brooklyn,31,0.019218847,14,0.128440367,9,0.039647577,6,0.005381166,2,0.012345679
9/11/06,Manhattan,17,0.012408759,6,0.103448276,1,0.007142857,7,0.007407407,3,0.013215859
9/11/06,Queens,29,0.019423979,13,0.1625,9,0.065693431,7,0.006542056,0,0
9/11/06,Staten Island,1,0.002232143,1,0.045454546,0,0,0,0,0,0
9/11/06,Unknown,4,0.010582011,0,0,0,0,4,0.013377926,0,0
9/12/06,Bronx,28,0.012567325,13,0.134020619,6,0.023076923,9,0.005976096,0,0
9/12/06,Brooklyn,29,0.019410977,12,0.131868132,6,0.03,10,0.009354537,1,0.007462687
9/12/06,Manhattan,19,0.013389711,4,0.078431373,5,0.040650407,10,0.00952381,0,0
9/12/06,Queens,19,0.014393939,7,0.1,6,0.043478261,6,0.006593407,0,0
9/12/06,Staten Island,1,0.002304148,0,0,1,0.018181818,0,0,0,0
9/12/06,Unknown,3,0.007712082,1,0.071428571,1,0.028571429,1,0.00330033,0,0
9/13/06,Bronx,36,0.016658954,16,0.144144144,12,0.049586777,8,0.005322688,0,0
9/13/06,Brooklyn,38,0.024787997,16,0.172043011,9,0.041666667,12,0.011131725,1,0.006849315
9/13/06,Manhattan,24,0.017870439,8,0.156862745,6,0.038216561,9,0.009750813,1,0.004716981
9/13/06,Queens,17,0.012762763,9,0.128571429,5,0.038461539,3,0.003184713,0,0
9/13/06,Staten Island,2,0.004854369,2,0.083333333,0,0,0,0,0,0
9/13/06,Unknown,3,0.008,0,0,0,0,3,0.010135135,0,0
9/14/06,Bronx,23,0.010487916,11,0.117021277,5,0.020491803,6,0.003921569,1,0.00308642
9/14/06,Brooklyn,25,0.017193948,7,0.094594595,9,0.041474654,9,0.008628955,0,0
9/14/06,Manhattan,10,0.008130081,2,0.037037037,4,0.032258065,4,0.004561003,0,0
9/14/06,Queens,27,0.019736842,9,0.147540984,8,0.052287582,6,0.00621118,4,0.021276596
9/14/06,Staten Island,8,0.020618557,2,0.071428571,2,0.037037037,3,0.01171875,1,0.02
9/14/06,Unknown,4,0.010075567,2,0.153846154,0,0,2,0.006097561,0,0
9/15/06,Bronx,38,0.018035121,14,0.115702479,9,0.044117647,15,0.010073875,0,0
9/15/06,Brooklyn,26,0.018194542,6,0.075949367,9,0.043478261,11,0.011316872,0,0
9/15/06,Manhattan,14,0.010638298,4,0.076923077,3,0.024193548,7,0.007543103,0,0
9/15/06,Queens,32,0.024902724,17,0.257575758,7,0.060344828,7,0.007526882,1,0.005780347
9/15/06,Staten Island,0,0,0,0,0,0,0,0,0,0
9/15/06,Unknown,2,0.004889976,1,0.05,0,0,1,0.003184713,0,0
9/16/06,Bronx,28,0.014271152,11,0.083969466,5,0.022222222,12,0.00893522,0,0
9/16/06,Brooklyn,18,0.012802276,9,0.081081081,6,0.027906977,3,0.003177966,0,0
9/16/06,Manhattan,15,0.012479201,5,0.083333333,5,0.049504951,5,0.005740528,0,0
9/16/06,Queens,24,0.019966722,9,0.107142857,11,0.086614173,4,0.004860267,0,0
9/16/06,Staten Island,1,0.00265252,0,0,0,0,1,0.004081633,0,0
9/16/06,Unknown,6,0.015267176,2,0.111111111,0,0,4,0.013745705,0,0
9/17/06,Bronx,29,0.014471058,14,0.092105263,6,0.025751073,9,0.006598241,0,0
9/17/06,Brooklyn,33,0.025384615,17,0.165048544,12,0.068965517,4,0.004535147,0,0
9/17/06,Manhattan,16,0.01350211,5,0.1,5,0.041666667,6,0.007009346,0,0
9/17/06,Queens,34,0.026418026,18,0.178217822,8,0.055944056,7,0.00792752,1,0.00625
9/17/06,Staten Island,4,0.009975062,2,0.068965517,1,0.015151515,1,0.003984064,0,0
9/17/06,Unknown,4,0.009478673,1,0.032258065,0,0,3,0.009803922,0,0
9/18/06,Bronx,29,0.011179645,18,0.140625,5,0.01618123,6,0.003363229,0,0
9/18/06,Brooklyn,41,0.023033708,19,0.166666667,13,0.050387597,9,0.007317073,0,0
9/18/06,Manhattan,20,0.0128123,4,0.071428571,8,0.042328042,6,0.005665722,2,0.007782101
9/18/06,Queens,31,0.02002584,17,0.182795699,8,0.044692737,5,0.004672897,1,0.004854369
9/18/06,Staten Island,4,0.008350731,1,0.025,3,0.037037037,0,0,0,0
9/18/06,Unknown,5,0.011415525,2,0.133333333,1,0.022222222,2,0.005865103,0,0
9/19/06,Bronx,24,0.00990099,9,0.070866142,6,0.020979021,8,0.00479904,1,0.002906977
9/19/06,Brooklyn,37,0.021474173,13,0.13,11,0.04526749,13,0.010708402,0,0
9/19/06,Manhattan,16,0.011331445,7,0.12962963,4,0.024691358,4,0.004016064,1,0.005
9/19/06,Queens,36,0.02384106,13,0.216666667,13,0.064039409,10,0.009661836,0,0
9/19/06,Staten Island,5,0.010660981,3,0.103448276,1,0.011494253,0,0,1,0.015384615
9/19/06,Unknown,2,0.005208333,1,0.1,0,0,1,0.003367003,0,0
9/20/06,Bronx,39,0.016688062,16,0.131147541,4,0.014869889,16,0.01015873,3,0.008086253
9/20/06,Brooklyn,39,0.024590164,17,0.22972973,10,0.042194093,12,0.010695187,0,0
9/20/06,Manhattan,22,0.015373864,3,0.046875,10,0.065359477,7,0.006986028,2,0.009433962
9/20/06,Queens,24,0.016528926,11,0.142857143,3,0.016949153,10,0.010121458,0,0
9/20/06,Staten Island,5,0.010869565,1,0.034482759,1,0.014705882,3,0.01056338,0,0
9/20/06,Unknown,4,0.011235955,1,0.047619048,1,0.04,2,0.007017544,0,0
9/21/06,Bronx,36,0.015957447,14,0.128440367,7,0.025547445,15,0.009810334,0,0
9/21/06,Brooklyn,24,0.015810277,9,0.088235294,8,0.033057851,7,0.006882989,0,0
9/21/06,Manhattan,14,0.010218978,5,0.090909091,7,0.043209877,1,0.001034126,1,0.005376344
9/21/06,Queens,29,0.022834646,12,0.148148148,8,0.062015504,8,0.009090909,1,0.005555556
9/21/06,Staten Island,2,0.004830918,0,0,2,0.02739726,0,0,0,0
9/21/06,Unknown,3,0.007334963,2,0.1,0,0,1,0.003205128,0,0
9/22/06,Bronx,27,0.012272727,15,0.130434783,7,0.025925926,5,0.00331785,0,0
9/22/06,Brooklyn,40,0.02640264,18,0.174757282,14,0.060606061,8,0.007889546,0,0
9/22/06,Manhattan,18,0.013646702,5,0.086206897,5,0.03968254,8,0.008528785,0,0
9/22/06,Queens,25,0.018768769,13,0.178082192,4,0.030534351,7,0.007534984,1,0.005025126
9/22/06,Staten Island,0,0,0,0,0,0,0,0,0,0
9/22/06,Unknown,3,0.007792208,2,0.117647059,0,0,1,0.003378378,0,0
9/23/06,Bronx,32,0.016202532,11,0.080882353,7,0.029535865,13,0.009767092,1,0.003690037
9/23/06,Brooklyn,25,0.01874063,12,0.12244898,10,0.053191489,3,0.003218884,0,0
9/23/06,Manhattan,25,0.021294719,8,0.166666667,7,0.063063063,9,0.010575793,1,0.006097561
9/23/06,Queens,23,0.019230769,11,0.144736842,4,0.034188034,8,0.009535161,0,0
9/23/06,Staten Island,6,0.017045455,3,0.111111111,1,0.018518519,2,0.00952381,0,0
9/23/06,Unknown,4,0.009546539,1,0.045454546,0,0,3,0.009615385,0,0
9/24/06,Bronx,36,0.018604651,16,0.119402985,8,0.035555556,12,0.009153318,0,0
9/24/06,Brooklyn,32,0.024672321,18,0.204545455,8,0.046242775,6,0.006593407,0,0
9/24/06,Manhattan,17,0.015044248,8,0.123076923,6,0.059405941,3,0.00375,0,0
9/24/06,Queens,26,0.021666667,13,0.220338983,5,0.040650407,7,0.00812065,1,0.006410256
9/24/06,Staten Island,5,0.011933174,2,0.066666667,3,0.049180328,0,0,0,0
9/24/06,Unknown,7,0.018766756,1,0.047619048,2,0.057142857,4,0.01459854,0,0
9/25/06,Bronx,36,0.014388489,21,0.144827586,4,0.012269939,11,0.006532067,0,0
9/25/06,Brooklyn,43,0.024390244,15,0.12295082,13,0.049618321,13,0.010869565,2,0.010928962
9/25/06,Manhattan,22,0.015058179,6,0.096774194,6,0.037974684,9,0.008840864,1,0.004484305
9/25/06,Queens,36,0.023637558,19,0.231707317,10,0.06097561,4,0.003777148,3,0.013761468
9/25/06,Staten Island,2,0.004255319,2,0.071428571,0,0,0,0,0,0
9/25/06,Unknown,4,0.010695187,1,0.076923077,0,0,3,0.010380623,0,0
9/26/06,Bronx,32,0.013389121,9,0.063380282,10,0.028985507,13,0.008170962,0,0
9/26/06,Brooklyn,45,0.027355623,16,0.136752137,10,0.039525692,19,0.01702509,0,0
9/26/06,Manhattan,26,0.018867925,10,0.169491525,7,0.043478261,7,0.007135576,2,0.011299435
9/26/06,Queens,28,0.020216607,16,0.192771084,7,0.040935673,5,0.005324814,0,0
9/26/06,Staten Island,2,0.004484305,0,0,1,0.012820513,1,0.003558719,0,0
9/26/06,Unknown,3,0.00795756,0,0,0,0,1,0.003521127,2,0.047619048
9/27/06,Bronx,25,0.011286682,8,0.067226891,7,0.025547445,10,0.006640106,0,0
9/27/06,Brooklyn,26,0.016270338,9,0.094736842,9,0.033333333,7,0.006386861,1,0.00729927
9/27/06,Manhattan,30,0.021428571,7,0.104477612,10,0.061349693,12,0.012513034,1,0.004739337
9/27/06,Queens,24,0.017266187,10,0.117647059,8,0.056737589,6,0.006237006,0,0
9/27/06,Staten Island,4,0.009546539,3,0.15,0,0,1,0.003731343,0,0
9/27/06,Unknown,3,0.008219178,1,0.055555556,0,0,2,0.007352941,0,0
9/28/06,Bronx,25,0.011215792,6,0.06,6,0.019607843,13,0.008789723,0,0
9/28/06,Brooklyn,34,0.022339028,13,0.138297872,5,0.019920319,15,0.014464802,1,0.007142857
9/28/06,Manhattan,20,0.015163002,4,0.088888889,9,0.062068966,7,0.007494647,0,0
9/28/06,Queens,28,0.020942408,11,0.142857143,9,0.054878049,6,0.006615215,2,0.010582011
9/28/06,Staten Island,1,0.002544529,0,0,1,0.019230769,0,0,0,0
9/28/06,Unknown,5,0.014367816,0,0,0,0,5,0.01908397,0,0
9/29/06,Bronx,27,0.012802276,6,0.045112782,8,0.028985507,12,0.00862069,1,0.003246753
9/29/06,Brooklyn,28,0.019621584,11,0.117021277,5,0.024875622,11,0.011282051,1,0.006369427
9/29/06,Manhattan,20,0.016207455,8,0.222222222,6,0.052173913,5,0.005630631,1,0.005128205
9/29/06,Queens,26,0.019969278,19,0.267605634,1,0.006993007,5,0.005586592,1,0.005181347
9/29/06,Staten Island,0,0,0,0,0,0,0,0,0,0
9/29/06,Unknown,0,0,0,0,0,0,0,0,0,0
9/30/06,Bronx,26,0.014364641,12,0.090225564,7,0.034825871,7,0.005672609,0,0
9/30/06,Brooklyn,33,0.026378897,16,0.173913044,7,0.046666667,9,0.010297483,1,0.007407407
9/30/06,Manhattan,12,0.009925558,4,0.072727273,4,0.03960396,4,0.004587156,0,0
9/30/06,Queens,28,0.024284475,15,0.2,9,0.075630252,4,0.00495663,0,0
9/30/06,Staten Island,6,0.018461539,4,0.173913044,1,0.027777778,1,0.004694836,0,0
9/30/06,Unknown,1,0.002439024,0,0,0,0,1,0.003333333,0,0
10/1/06,Bronx,31,0.017328116,14,0.118644068,7,0.037837838,10,0.008278146,0,0
10/1/06,Brooklyn,36,0.029925187,16,0.153846154,4,0.026666667,15,0.017857143,1,0.009174312
10/1/06,Manhattan,19,0.016934046,6,0.125,3,0.032967033,9,0.01076555,1,0.006802721
10/1/06,Queens,40,0.037174721,28,0.4,6,0.06122449,6,0.00795756,0,0
10/1/06,Staten Island,4,0.010362694,0,0,3,0.046153846,1,0.004219409,0,0
10/1/06,Unknown,3,0.008,1,0.055555556,1,0.032258065,1,0.003367003,0,0
10/2/06,Bronx,33,0.014012739,12,0.098360656,7,0.031390135,14,0.008323425,0,0
10/2/06,Brooklyn,37,0.02513587,18,0.18556701,9,0.052631579,10,0.009469697,0,0
10/2/06,Manhattan,23,0.016129032,8,0.145454546,7,0.060869565,8,0.007662835,0,0
10/2/06,Queens,26,0.017663044,12,0.148148148,7,0.05,5,0.004784689,2,0.009708738
10/2/06,Staten Island,7,0.016203704,3,0.096774194,2,0.032786885,2,0.007246377,0,0
10/2/06,Unknown,4,0.010335917,0,0,1,0.033333333,3,0.010273973,0,0
10/3/06,Bronx,34,0.014814815,13,0.121495327,10,0.034965035,11,0.007152146,0,0
10/3/06,Brooklyn,32,0.021164021,12,0.134831461,10,0.049019608,10,0.009337068,0,0
10/3/06,Manhattan,13,0.009161381,4,0.064516129,4,0.025157233,5,0.005128205,0,0
10/3/06,Queens,36,0.026726058,19,0.246753247,8,0.058823529,6,0.006349206,3,0.015873016
10/3/06,Staten Island,5,0.011709602,0,0,4,0.051948052,1,0.00390625,0,0
10/3/06,Unknown,0,0,0,0,0,0,0,0,0,0
10/4/06,Bronx,46,0.020776874,16,0.119402985,16,0.061776062,12,0.0080591,2,0.006024096
10/4/06,Brooklyn,36,0.022429907,14,0.141414141,9,0.038961039,12,0.010685663,1,0.006578947
10/4/06,Manhattan,15,0.010901163,7,0.118644068,5,0.034013605,3,0.003131524,0,0
10/4/06,Queens,26,0.018718503,12,0.146341463,5,0.032894737,6,0.006369427,3,0.014084507
10/4/06,Staten Island,4,0.008791209,2,0.066666667,1,0.019607843,1,0.003246753,0,0
10/4/06,Unknown,2,0.004889976,0,0,0,0,2,0.006134969,0,0
10/5/06,Bronx,30,0.014012144,11,0.1,8,0.029304029,10,0.006997901,1,0.003039514
10/5/06,Brooklyn,26,0.01656051,13,0.132653061,7,0.03125,5,0.004595588,1,0.00625
10/5/06,Manhattan,15,0.01138088,5,0.084745763,3,0.02189781,5,0.005364807,2,0.010526316
10/5/06,Queens,29,0.021449704,15,0.205479452,6,0.036585366,6,0.006507592,2,0.010362694
10/5/06,Staten Island,4,0.009852217,3,0.111111111,0,0,1,0.003831418,0,0
10/5/06,Unknown,3,0.009063444,1,0.071428571,0,0,2,0.008032129,0,0
10/6/06,Bronx,27,0.013677812,10,0.099009901,5,0.023041475,11,0.008058608,1,0.003436426
10/6/06,Brooklyn,28,0.020304569,10,0.103092784,5,0.023148148,13,0.014317181,0,0
10/6/06,Manhattan,15,0.011867089,3,0.055555556,5,0.045045045,7,0.007717751,0,0
10/6/06,Queens,15,0.011494253,8,0.102564103,3,0.021126761,3,0.003378378,1,0.005076142
10/6/06,Staten Island,0,0,0,0,0,0,0,0,0,0
10/6/06,Unknown,4,0.00990099,0,0,0,0,4,0.013422819,0,0
10/7/06,Bronx,19,0.010342951,8,0.071428571,1,0.005208333,8,0.006259781,2,0.007843137
10/7/06,Brooklyn,28,0.023509656,13,0.152941177,8,0.049382716,6,0.007290401,1,0.008264463
10/7/06,Manhattan,18,0.017241379,4,0.072727273,5,0.058139535,7,0.009333333,2,0.013071895
10/7/06,Queens,24,0.020997375,10,0.120481928,7,0.046979866,7,0.009615385,0,0
10/7/06,Staten Island,1,0.002777778,0,0,1,0.020408163,0,0,0,0
10/7/06,Unknown,2,0.005347594,0,0,0,0,1,0.003623188,1,0.022222222
10/8/06,Bronx,35,0.019262521,16,0.139130435,5,0.024038462,13,0.010492333,1,0.003937008
10/8/06,Brooklyn,32,0.027303754,21,0.185840708,6,0.035714286,4,0.005018821,1,0.010638298
10/8/06,Manhattan,17,0.014808362,11,0.177419355,3,0.033333333,2,0.002412545,1,0.005988024
10/8/06,Queens,33,0.028497409,14,0.16091954,13,0.102362205,6,0.007614213,0,0
10/8/06,Staten Island,11,0.026442308,4,0.121212121,5,0.084745763,2,0.007575758,0,0
10/8/06,Unknown,2,0.005063291,2,0.058823529,0,0,0,0,0,0
10/9/06,Bronx,39,0.017727273,13,0.090277778,6,0.027027027,19,0.012786003,1,0.002873563
10/9/06,Brooklyn,43,0.027741936,17,0.130769231,11,0.055837564,13,0.012059369,2,0.013793103
10/9/06,Manhattan,36,0.026587888,12,0.153846154,14,0.11965812,7,0.007478633,3,0.013452915
10/9/06,Queens,34,0.024390244,18,0.2,15,0.113636364,1,0.001028807,0,0
10/9/06,Staten Island,4,0.008752735,1,0.023809524,1,0.014285714,2,0.006944444,0,0
10/9/06,Unknown,3,0.007633588,1,0.047619048,0,0,2,0.006734007,0,0
10/10/06,Bronx,38,0.015291751,17,0.131782946,8,0.027210884,13,0.0078125,0,0
10/10/06,Brooklyn,34,0.019165727,14,0.116666667,7,0.024475525,12,0.009892828,1,0.006451613
10/10/06,Manhattan,26,0.018387553,9,0.147540984,5,0.0390625,10,0.009940358,2,0.00913242
10/10/06,Queens,48,0.033195021,29,0.381578947,10,0.06993007,9,0.00872093,0,0
10/10/06,Staten Island,2,0.004555809,2,0.071428571,0,0,0,0,0,0
10/10/06,Unknown,0,0,0,0,0,0,0,0,0,0
10/11/06,Bronx,36,0.016491067,15,0.15,5,0.023255814,14,0.009049774,2,0.00623053
10/11/06,Brooklyn,35,0.023148148,7,0.076086957,11,0.046413502,16,0.015473888,1,0.006711409
10/11/06,Manhattan,12,0.00893522,3,0.066666667,2,0.014184397,5,0.005235602,2,0.00990099
10/11/06,Queens,27,0.019579405,13,0.166666667,11,0.076388889,3,0.00310559,0,0
10/11/06,Staten Island,4,0.00952381,2,0.048780488,1,0.012820513,1,0.004201681,0,0
10/11/06,Unknown,0,0,0,0,0,0,0,0,0,0
10/12/06,Bronx,32,0.01483542,12,0.104347826,3,0.011811024,14,0.009395973,3,0.010067114
10/12/06,Brooklyn,39,0.026694045,18,0.178217822,10,0.048309179,10,0.00990099,1,0.006993007
10/12/06,Manhattan,11,0.008513932,6,0.117647059,0,0,5,0.00575374,0,0
10/12/06,Queens,23,0.016428571,12,0.166666667,4,0.025,7,0.007194245,0,0
10/12/06,Staten Island,2,0.004878049,1,0.041666667,0,0,1,0.003745318,0,0
10/12/06,Unknown,1,0.002666667,1,0.066666667,0,0,0,0,0,0
10/13/06,Bronx,31,0.014135887,14,0.113821138,8,0.030651341,8,0.005369128,1,0.003134796
10/13/06,Brooklyn,22,0.015613911,10,0.11627907,5,0.027322404,6,0.006079027,1,0.006535948
10/13/06,Manhattan,22,0.017041053,7,0.125,8,0.060606061,5,0.005580357,2,0.009661836
10/13/06,Queens,22,0.017557861,14,0.191780822,6,0.053097345,2,0.002272727,0,0
10/13/06,Staten Island,5,0.011820331,3,0.107142857,0,0,2,0.007117438,0,0
10/13/06,Unknown,2,0.005509642,1,0.083333333,0,0,1,0.003496504,0,0
10/14/06,Bronx,32,0.017495899,21,0.181034483,5,0.025773196,6,0.004862237,0,0
10/14/06,Brooklyn,38,0.031198686,20,0.178571429,7,0.051851852,9,0.010739857,2,0.015037594
10/14/06,Manhattan,11,0.010446344,6,0.109090909,2,0.022727273,3,0.004098361,0,0
10/14/06,Queens,25,0.021097046,14,0.186666667,7,0.052631579,3,0.003680982,1,0.00617284
10/14/06,Staten Island,1,0.003322259,1,0.052631579,0,0,0,0,0,0
10/14/06,Unknown,5,0.012594458,1,0.055555556,1,0.03030303,3,0.009933775,0,0
10/15/06,Bronx,17,0.009626274,8,0.061538462,3,0.016129032,5,0.004180602,1,0.003937008
10/15/06,Brooklyn,37,0.033544878,16,0.181818182,13,0.092198582,7,0.009114583,1,0.009433962
10/15/06,Manhattan,21,0.019662921,8,0.140350877,7,0.076923077,6,0.008086253,0,0
10/15/06,Queens,34,0.033009709,17,0.261538462,6,0.054545455,11,0.015536723,0,0
10/15/06,Staten Island,3,0.008547009,1,0.04,1,0.021276596,1,0.004424779,0,0
10/15/06,Unknown,4,0.012048193,0,0,1,0.037037037,2,0.007751938,1,0.033333333
10/16/06,Bronx,31,0.012762454,12,0.094488189,7,0.023255814,12,0.007523511,0,0
10/16/06,Brooklyn,44,0.026474128,20,0.17699115,8,0.032786885,16,0.014159292,0,0
10/16/06,Manhattan,36,0.026529108,7,0.137254902,10,0.06993007,18,0.018730489,1,0.004950495
10/16/06,Queens,28,0.019191227,15,0.182926829,3,0.016129032,10,0.010090817,0,0
10/16/06,Staten Island,2,0.00462963,1,0.043478261,1,0.01754386,0,0,0,0
10/16/06,Unknown,2,0.005128205,1,0.047619048,0,0,1,0.003558719,0,0
10/17/06,Bronx,23,0.010787993,8,0.078431373,2,0.008695652,13,0.008783784,0,0
10/17/06,Brooklyn,40,0.025094103,15,0.145631068,12,0.04743083,13,0.011861314,0,0
10/17/06,Manhattan,20,0.015186029,7,0.14,6,0.047244095,6,0.006322445,1,0.005235602
10/17/06,Queens,34,0.027265437,19,0.292307692,5,0.032679739,10,0.011560694,0,0
10/17/06,Staten Island,3,0.007712082,1,0.076923077,0,0,2,0.007575758,0,0
10/17/06,Unknown,1,0.002762431,1,0.047619048,0,0,0,0,0,0
10/18/06,Bronx,33,0.014329136,14,0.117647059,9,0.032608696,10,0.006357279,0,0
10/18/06,Brooklyn,50,0.03113325,26,0.282608696,13,0.053941909,9,0.008108108,2,0.012269939
10/18/06,Manhattan,13,0.009359251,4,0.070175439,2,0.01369863,6,0.006024096,1,0.005263158
10/18/06,Queens,29,0.020523708,18,0.272727273,10,0.071942446,1,0.000999001,0,0
10/18/06,Staten Island,4,0.009324009,2,0.086956522,1,0.021276596,1,0.003472222,0,0
10/18/06,Unknown,2,0.005076142,1,0.045454546,0,0,1,0.003378378,0,0
10/19/06,Bronx,36,0.015831135,10,0.1,10,0.032154341,14,0.009277667,2,0.005649718
10/19/06,Brooklyn,31,0.020529801,14,0.184210526,10,0.047619048,6,0.005612722,1,0.006451613
10/19/06,Manhattan,18,0.013771997,7,0.14893617,4,0.030075188,6,0.006622517,1,0.004524887
10/19/06,Queens,31,0.022878229,18,0.233766234,6,0.037267081,6,0.006543075,1,0.005
10/19/06,Staten Island,2,0.004739337,0,0,1,0.015873016,1,0.003787879,0,0
10/19/06,Unknown,8,0.019093079,5,0.3125,2,0.05,1,0.003115265,0,0
10/20/06,Bronx,27,0.012436665,14,0.12173913,7,0.027888446,5,0.003380663,1,0.003076923
10/20/06,Brooklyn,26,0.017771702,11,0.141025641,8,0.037037037,7,0.006876228,0,0
10/20/06,Manhattan,11,0.008986928,1,0.020408163,1,0.009433962,9,0.010321101,0,0
10/20/06,Queens,27,0.02027027,22,0.293333333,4,0.032520325,1,0.001084599,0,0
10/20/06,Staten Island,5,0.012406948,3,0.12,0,0,2,0.007692308,0,0
10/20/06,Unknown,2,0.005089059,0,0,0,0,2,0.006329114,0,0
10/21/06,Bronx,27,0.015025042,10,0.084745763,8,0.051612903,9,0.007125891,0,0
10/21/06,Brooklyn,28,0.022913257,15,0.176470588,5,0.031446541,8,0.009259259,0,0
10/21/06,Manhattan,21,0.018617021,10,0.181818182,5,0.060240964,5,0.006289308,1,0.005128205
10/21/06,Queens,35,0.030567686,22,0.25,6,0.055045872,5,0.006313131,2,0.012820513
10/21/06,Staten Island,0,0,0,0,0,0,0,0,0,0
10/21/06,Unknown,5,0.012626263,3,0.142857143,1,0.020833333,1,0.003521127,0,0
10/22/06,Bronx,37,0.021399653,16,0.133333333,11,0.059782609,8,0.006849315,2,0.007782101
10/22/06,Brooklyn,29,0.023829088,18,0.169811321,7,0.043209877,4,0.004784689,0,0
10/22/06,Manhattan,30,0.026246719,13,0.270833333,4,0.041666667,11,0.013563502,2,0.010638298
10/22/06,Queens,40,0.035523979,29,0.371794872,7,0.067307692,4,0.005037783,0,0
10/22/06,Staten Island,3,0.007751938,2,0.0625,1,0.020833333,0,0,0,0
10/22/06,Unknown,5,0.014367816,4,0.235294118,0,0,1,0.003759399,0,0
10/23/06,Bronx,41,0.017849369,19,0.155737705,13,0.048689139,9,0.005721551,0,0
10/23/06,Brooklyn,33,0.020458773,16,0.164948454,10,0.037735849,7,0.00657277,0,0
10/23/06,Manhattan,31,0.02346707,17,0.303571429,12,0.086956522,1,0.001098901,1,0.004608295
10/23/06,Queens,34,0.024981631,13,0.173333333,10,0.056179775,9,0.009719223,2,0.010989011
10/23/06,Staten Island,1,0.00209205,0,0,0,0,1,0.003205128,0,0
10/23/06,Unknown,5,0.01285347,3,0.1875,1,0.03125,1,0.003448276,0,0
10/24/06,Bronx,33,0.015377446,14,0.126126126,10,0.041152263,8,0.005483208,1,0.003003003
10/24/06,Brooklyn,58,0.037564767,32,0.363636364,12,0.055299539,12,0.011152416,2,0.012269939
10/24/06,Manhattan,26,0.019593067,11,0.203703704,12,0.078947368,3,0.003355705,0,0
10/24/06,Queens,34,0.025660377,23,0.365079365,7,0.04516129,2,0.002214839,2,0.009803922
10/24/06,Staten Island,4,0.009708738,2,0.08,1,0.015873016,1,0.003846154,0,0
10/24/06,Unknown,1,0.002739726,0,0,0,0,1,0.003496504,0,0
10/25/06,Bronx,42,0.019213175,23,0.205357143,11,0.040441177,8,0.005524862,0,0
10/25/06,Brooklyn,46,0.03030303,19,0.2375,12,0.053333333,13,0.012149533,2,0.013986014
10/25/06,Manhattan,23,0.018167457,10,0.227272727,5,0.033783784,8,0.008849558,0,0
10/25/06,Queens,39,0.029953917,22,0.309859155,4,0.025,11,0.012331839,2,0.011173184
10/25/06,Staten Island,10,0.026809652,5,0.238095238,3,0.05,2,0.008264463,0,0
10/25/06,Unknown,4,0.011331445,1,0.066666667,1,0.03125,2,0.007490637,0,0
10/26/06,Bronx,32,0.015414258,15,0.119047619,8,0.033755274,9,0.006433167,0,0
10/26/06,Brooklyn,62,0.043386984,33,0.362637363,12,0.06185567,16,0.016016016,1,0.006896552
10/26/06,Manhattan,33,0.026807474,13,0.276595745,8,0.058823529,11,0.012702079,1,0.005494506
10/26/06,Queens,34,0.026459144,23,0.333333333,5,0.037313433,5,0.005530974,1,0.005617978
10/26/06,Staten Island,0,0,0,0,0,0,0,0,0,0
10/26/06,Unknown,4,0.010075567,2,0.2,0,0,2,0.006472492,0,0
10/27/06,Bronx,29,0.014043584,12,0.100840336,7,0.031390135,10,0.007163324,0,0
10/27/06,Brooklyn,40,0.029985008,18,0.197802198,7,0.045751634,13,0.013771186,2,0.01369863
10/27/06,Manhattan,16,0.012403101,4,0.072727273,2,0.017857143,9,0.009944751,1,0.004587156
10/27/06,Queens,41,0.0336894,30,0.428571429,6,0.042857143,4,0.00486618,1,0.005405405
10/27/06,Staten Island,3,0.008450704,2,0.090909091,1,0.022727273,0,0,0,0
10/27/06,Unknown,2,0.005012531,0,0,0,0,1,0.003174603,1,0.02631579
10/28/06,Bronx,36,0.020630373,20,0.2,7,0.047297297,9,0.007323027,0,0
10/28/06,Brooklyn,26,0.0221843,10,0.111111111,8,0.054054054,6,0.007272727,2,0.018348624
10/28/06,Manhattan,17,0.014718615,7,0.122807018,2,0.022222222,6,0.007151371,2,0.01183432
10/28/06,Queens,40,0.035650624,27,0.391304348,8,0.075471698,4,0.005012531,1,0.006711409
10/28/06,Staten Island,6,0.018927445,4,0.181818182,0,0,2,0.009708738,0,0
10/28/06,Unknown,5,0.014245014,3,0.107142857,0,0,0,0,2,0.055555556
10/29/06,Bronx,35,0.020697812,17,0.144067797,7,0.037634409,11,0.009640666,0,0
10/29/06,Brooklyn,55,0.049019608,31,0.32631579,13,0.106557377,11,0.013959391,0,0
10/29/06,Manhattan,27,0.024324324,12,0.244897959,7,0.078651685,7,0.008674102,1,0.006060606
10/29/06,Queens,53,0.049579046,30,0.46875,18,0.144,4,0.005502063,1,0.006535948
10/29/06,Staten Island,1,0.002724796,1,0.032258065,0,0,0,0,0,0
10/29/06,Unknown,7,0.018766756,3,0.09375,3,0.09375,1,0.003846154,0,0
10/30/06,Bronx,45,0.01948052,25,0.1953125,11,0.038194444,7,0.004548408,2,0.005633803
10/30/06,Brooklyn,66,0.041958042,38,0.441860465,11,0.047413793,15,0.013599275,2,0.013157895
